Record#;Publisher;Publication Title;UKB APC discount %;HOOP1;HOOP2;HOOP3;Impact Factor 2014;JCR Quartile 2014;"ISSN
print";"ISSN
Online";Collection Code;Collection 2016;URL;;JCR subject category;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27343;Springer;BioDrugs;100;Gezondheid;;;2.989;Q2;1173-8804;1179-190X;"SPR51;SPR05";"ADIS;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&issn=1173-8804; ;"FOOD SCIENCE & TECHNOLOGY;NUTRITION & DIETETICS;";asp?genre=journal&issn=1173-8804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15587;Springer;Bioenergy Research;100;Natuur;;;3.541;Q1;1939-1234;1939-1242;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12155; ;"MECHANICS;PHYSICS, FLUIDS & PLASMAS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15589;Springer;Biogeochemistry;100;Natuur;;;3.488;Q1;0168-2563;1573-515X;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10533; ;"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15590;Springer;Biogerontology;100;Gezondheid;Gedrag;;3.290;Q2;1389-5729;1573-6768;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10522; ;"NUTRITION & DIETETICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15592;Springer;Biologia Plantarum;100;Landbouw;;;1.849;Q2;0006-3134;1573-8264;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/10535; ;"OPERATIONS RESEARCH & MANAGEMENT SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15593;Springer;Biological Cybernetics;100;Techniek;;;1.713;Q2;0340-1200;1432-0770;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/422; ;"ANESTHESIOLOGY;CLINICAL NEUROLOGY;NEUROSCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15594;Springer;Biological Invasions;100;Natuur;;;2.586;Q2;1387-3547;1573-1464;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10530; ;"PEDIATRICS;SURGERY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26158;Springer;Biological Theory;100;Gedrag;;;;;1555-5542;1555-5550;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13752; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15595;Springer;Biological Trace Element Research;100;Natuur;Gezondheid;;1.748;Q4;0163-4984;1559-0720;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/12011; ;"ECONOMICS;POLITICAL SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15596;Springer;Biology and Fertility of Soils;100;Landbouw;;;3.398;Q1;0178-2762;1432-0789;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/374; ;"CARDIAC & CARDIOVASCULAR SYSTEMS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15597;Springer;Biology and Philosophy;100;Taal & Cultuur;Gedrag;;1.190;Q1;0169-3867;1572-8404;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10539; ;"DEMOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31207;Springer;Biomanufacturing Reviews;100;Natuur;;;;;;;"SPR50;SPR05";"Not in any SURF Collection;Springer NL OA publishing";; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22339;Springer;Biomass Conversion and Biorefinery;100;Techniek;;;;;2190-6815;2190-6823;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13399; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15599;Springer;Biomechanics and Modeling in Mechanobiology;100;Techniek;Natuur;;3.145;Q2;1617-7959;1617-7940;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10237; ;"SPORT SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15601;Springer;Biomedical Microdevices;100;Gezondheid;;;2.877;Q1;1387-2176;1572-8781;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10544; ;"WOMEN'S STUDIES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15602;Springer;BioMetals;100;Natuur;;;2.503;Q3;0966-0844;1572-8773;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10534; ;"CRIMINOLOGY & PENOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15603;Springer;Biomolecular NMR Assignments;100;Natuur;;;0.760;Q4;1874-2718;1874-270X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12104; ;"CLINICAL NEUROLOGY;NEUROSCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22390;Springer;BioNanoScience;100;Natuur;;;;;2191-1630;2191-1649;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12668; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20249;Springer;Biophysical Reviews;100;Natuur;;;;;1867-2450;1867-2469;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12551; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15605;Springer;Bioprocess and Biosystems Engineering;100;Natuur;Techniek;;1.997;Q3;1615-7591;1615-7605;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/449; ;"PHYSICS, MULTIDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15607;Springer;Biosemiotics;100;Natuur;;;0.593;Q2;1875-1342;1875-1350;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12304; ;"ECONOMICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15611;Springer;Biotechnology Letters;100;Natuur;;;1.591;Q3;0141-5492;1573-6776;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10529; ;"HEALTH POLICY & SERVICES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15614;Springer;BIT Numerical Mathematics;100;Techniek;;;0.957;Q2;0006-3835;1572-9125;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10543; ;"EVOLUTIONARY BIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29031;Springer;Boletín de la Sociedad Matemática Mexicana;100;Natuur;;;;;1405-213X;2296-4495;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/40590; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17324;Springer;Botanical Review, The;100;Landbouw;;;1.829;Q2;0006-8101;1874-9372;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12229; ;"MEDICINE, GENERAL & INTERNAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15617;Springer;Boundary-Layer Meteorology;100;Natuur;;;2.470;Q2;0006-8314;1573-1472;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10546; ;"CHEMISTRY, PHYSICAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15620;Springer;Brain Imaging and Behavior;100;Gedrag;;;4.598;Q1;1931-7557;1931-7565;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11682; ;"LAW;WOMEN'S STUDIES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15621;Springer;Brain Structure and Function;100;Gezondheid;;;5.618;Q1;1863-2653;1863-2661;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/429; ;"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15622;Springer;Brain Topography;100;Gezondheid;;;3.468;Q2;0896-0267;1573-6792;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10548; ;"PHYSICS, MULTIDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15623;Springer;Brain Tumor Pathology;100;Gezondheid;;;1.224;Q4;1433-7398;1861-387X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10014; ;"OPTICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29033;Springer;Brazilian Journal of Botany;100;Natuur;;;0.648;Q4;0100-8404;1806-9959;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/40415; ;"MATERIALS SCIENCE, TEXTILES;POLYMER SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22341;Springer;Brazilian Journal of Physics;100;Natuur;Techniek;;0.810;Q3;0103-9733;1678-4448;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13538; ;"ANTHROPOLOGY;SOCIAL SCIENCES, INTERDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20120;Springer;Breast Cancer;100;Gezondheid;;;1.585;Q4;1340-6868;1880-4233;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12282; ;"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS;STATISTICS & PROBABILITY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15624;Springer;Breast Cancer Research and Treatment;100;Gezondheid;;;3.940;Q2;0167-6806;1573-7217;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10549; ;"BUSINESS, FINANCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15625;Springer;Brittonia;100;Landbouw;;;0.625;Q4;0007-196X;1938-436x;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/12228; ;"BIOTECHNOLOGY & APPLIED MICROBIOLOGY;FOOD SCIENCE & TECHNOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15627;Springer;Building Simulation;100;Techniek;;;1.029;Q3;1996-3599;1996-8744;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12273; ;"ECONOMICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15628;Springer;Bulletin of Earthquake Engineering;100;Natuur;;;1.884;Q1;1570-761X;1573-1456;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10518; ;"FOOD SCIENCE & TECHNOLOGY;NUTRITION & DIETETICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15629;Springer;Bulletin of Engineering Geology and the Environment;100;Natuur;;;0.760;Q4;1435-9529;1435-9537;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10064; ;"CHEMISTRY, APPLIED;FOOD SCIENCE & TECHNOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15630;Springer;Bulletin of Environmental Contamination and Toxicology;100;Natuur;;;1.255;Q3;0007-4861;1432-0800;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/128; ;"FOOD SCIENCE & TECHNOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15633;Springer;Bulletin of Mathematical Biology;100;Natuur;;;1.389;Q2;0092-8240;1522-9602;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/11538; ;"EDUCATION & EDUCATIONAL RESEARCH;APPLIED LINGUISTICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30686;Springer;Bulletin of the Malaysian Mathematical Sciences Society;100;Natuur;;;0.586;Q3;0126-6705;2180-4206;"SPR50;SPR05";"Not in any SURF Collection;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&eissn=0126-6705; ;"COMPUTER SCIENCE, SOFTWARE ENGINEERING;";asp?genre=journal&eissn=0126-6705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15638;Springer;Bulletin of Volcanology;100;Natuur;;;2.519;Q2;0258-8900;1432-0819;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/445; ;"PHYSICS, MULTIDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15639;Springer;Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz;100;Gezondheid;;;1.422;Q3;1436-9990;1437-1588;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/103; ;"PSYCHOLOGY, PSYCHOANALYSIS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15642;Springer;Calcified Tissue International;100;Gezondheid;;;3.272;Q2;0171-967X;1432-0827;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/223; ;"MARINE & FRESHWATER BIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15643;Springer;Calcolo;100;Natuur;;;1.200;Q1;0008-0624;1126-5434;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10092; ;"ECOLOGY;MARINE & FRESHWATER BIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15644;Springer;Calculus of Variations and Partial Differential Equations;100;Natuur;;;1.518;Q1;0944-2669;1432-0835;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/526; ;"ECOLOGY;ENVIRONMENTAL SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20297;Springer;Canadian Journal of Anesthesia / Journal canadien d'anesthésie;100;Gezondheid;;;2.527;Q2;0832-610X;1496-8975;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12630; ;"CHEMISTRY, PHYSICAL;NANOSCIENCE & NANOTECHNOLOGY;MATERIALS SCIENCE, MULTIDISCIPLINARY;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15645;Springer;Cancer and Metastasis Reviews;100;Gezondheid;;;7.234;Q1;0167-7659;1573-7233;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10555; ;"ONCOLOGY;GASTROENTEROLOGY & HEPATOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15646;Springer;Cancer Causes and Control;100;Gezondheid;;;2.735;Q3;0957-5243;1573-7225;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10552; ;"NURSING;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15647;Springer;Cancer Chemotherapy and Pharmacology;100;Gezondheid;;;2.769;Q3;0344-5704;1432-0843;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/280; ;"SOCIOLOGY;WOMEN'S STUDIES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15648;Springer;Cancer Immunology, Immunotherapy;100;Gezondheid;;;3.941;Q2;0340-7004;1432-0851;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/262; ;"DEVELOPMENTAL BIOLOGY;GENETICS & HEREDITY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15649;Springer;Cancer Microenvironment;100;Gezondheid;;;;;1875-2292;1875-2284;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12307; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20933;Springer;Carbonates and Evaporites;100;Natuur;;;0.375;Q4;0891-2556;1878-5212;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13146; ;"GENETICS & HEREDITY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15652;Springer;CardioVascular and Interventional Radiology;100;Gezondheid;;;2.071;Q3;0174-1551;1432-086X;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/270; ;"GEOSCIENCES, MULTIDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15653;Springer;Cardiovascular Drugs and Therapy;100;Gezondheid;;;3.189;Q2;0920-3206;1573-7241;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10557; ;"PALEONTOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20944;Springer;Cardiovascular Engineering and Technology;100;Gezondheid;;;;;1869-408X;1869-4098;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13239; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15655;Springer;Cardiovascular Toxicology;100;Gezondheid;;;1.721;Q3;1530-7905;1559-0259;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12012; ;"GEOCHEMISTRY & GEOPHYSICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15656;Springer;Catalysis Letters;100;Natuur;;;2.307;Q2;1011-372X;1572-879X;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10562; ;"GEOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15657;Springer;Catalysis Surveys from Asia;100;Natuur;;;3.276;Q2;1571-1013;1574-9266;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10563; ;"GEOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21987;Springer;CEAS Aeronautical Journal;100;Techniek;;;;;1869-5582;1869-5590;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13272; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20262;Springer;CEAS Space Journal;100;Techniek;;;;;1868-2502;1868-2510;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12567; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15660;Springer;Celestial Mechanics and Dynamical Astronomy;100;Natuur;;;1.600;Q3;0923-2958;1572-9478;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10569; ;"GEOSCIENCES, MULTIDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15661;Springer;Cell and Tissue Banking;100;Gezondheid;;;1.245;Q4;1389-9333;1573-6814;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10561; ;"GEOSCIENCES, MULTIDISCIPLINARY;OCEANOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15663;Springer;Cell and Tissue Research;100;Gezondheid;;;3.565;Q2;0302-766X;1432-0878;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/441; ;"GEOSCIENCES, MULTIDISCIPLINARY;METEOROLOGY & ATMOSPHERIC SCIENCES;WATER RESOURCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15664;Springer;Cell Biochemistry and Biophysics;100;Natuur;;;1.680;Q4;1085-9195;1559-0283;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/12013; ;"MATHEMATICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15665;Springer;Cell Biology and Toxicology;100;Gezondheid;;;2.677;Q3;0742-2091;1573-6822;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10565; ;"ENVIRONMENTAL SCIENCES;GEOSCIENCES, MULTIDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15666;Springer;Cell Stress and Chaperones;100;Natuur;;;3.163;Q3;1355-8145;1466-1268;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12192; ;"GERONTOLOGY;NURSING;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20117;Springer;Cellular and Molecular Bioengineering;100;Techniek;;;1.318;Q4;1865-5025;1865-5033;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12195; ;"ECONOMICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15668;Springer;Cellular and Molecular Life Sciences;100;Gezondheid;Natuur;;5.808;Q1;1420-682X;1420-9071;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/18; ;"HISTORY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15669;Springer;Cellular and Molecular Neurobiology;100;Gezondheid;Natuur;;2.506;Q3;0272-4340;1573-6830;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10571; ;"POLITICAL SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22344;Springer;Cellular Oncology;100;Gezondheid;;;3.032;Q2;2211-3428;2211-3436;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13402; ;"GERIATRICS & GERONTOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15670;Springer;Cellulose;100;Techniek;;;3.573;Q1;0969-0239;1572-882X;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10570; ;"EDUCATION, SPECIAL;PSYCHOLOGY, EDUCATIONAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
