Record#;Publisher;Publication Title;UKB APC discount %;HOOP1;HOOP2;HOOP3;Impact Factor 2014;JCR Quartile 2014;"ISSN
print";"ISSN
Online";Collection Code;Collection 2016;URL;;JCR subject category;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17697;Wiley-Blackwell;Fuel Cells;100;Natuur;;;2.080;Q3;1615-6846;1615-6854;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-6854; ;"PSYCHOLOGY;";1002/(ISSN)1615-6854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10452;Wiley-Blackwell;Functional Ecology;100;Natuur;;;4.828;Q1;0269-8463;1365-2435;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2435; ;"GEOCHEMISTRY & GEOPHYSICS;";1111/(ISSN)1365-2435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10453;Wiley-Blackwell;Fundamental and Clinical Pharmacology;100;Gezondheid;;;2.121;Q3;0767-3981;1472-8206;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1472-8206; ;"GEOGRAPHY;";1111/(ISSN)1472-8206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18139;Wiley-Blackwell;Future Prescriber;100;Gezondheid;;;;;1468-9871;1931-2261;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1931-2261; ;;1002/(ISSN)1931-2261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17699;Wiley-Blackwell;GAMM - Mitteilungen;100;Natuur;;;;;0936-7195;1522-2608;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2608; ;;1002/(ISSN)1522-2608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10455;Wiley-Blackwell;Gender and History;100;Taal & Cultuur;;;;;0953-5233;1468-0424;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0424; ;;1111/(ISSN)1468-0424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10456;Wiley-Blackwell;Gender, Work and Organization;100;Gedrag;Economie;;0.963;Q3;0968-6673;1468-0432;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0432; ;"REHABILITATION;";1111/(ISSN)1468-0432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18141;Wiley-Blackwell;General Anthropology;100;Gedrag;;;;;1537-1727;1939-3466;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-3466; ;;1111/(ISSN)1939-3466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10457;Wiley-Blackwell;Genes to Cells;100;Natuur;Gezondheid;;2.805;Q3;1356-9597;1365-2443;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2443; ;"GASTROENTEROLOGY & HEPATOLOGY;SURGERY;";1111/(ISSN)1365-2443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10458;Wiley-Blackwell;Genes, Brain and Behavior;100;Gedrag;Gezondheid;;3.661;Q1;1601-1848;1601-183X;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1601-183X; ;"PARASITOLOGY;ZOOLOGY;";1111/(ISSN)1601-183X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17701;Wiley-Blackwell;Genes, Chromosomes and Cancer;100;Gezondheid;;;4.041;Q2;1045-2257;1098-2264;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2264; ;"ONCOLOGY;HEMATOLOGY;";1002/(ISSN)1098-2264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17702;Wiley-Blackwell;Genesis: the Journal of Genetics and Development;100;Natuur;Gezondheid;;2.018;Q4;1526-954X;1526-968X;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1526-968X; ;"GASTROENTEROLOGY & HEPATOLOGY;";1002/(ISSN)1526-968X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17703;Wiley-Blackwell;Genetic Epidemiology;100;Gezondheid;;;2.597;Q2;0741-0395;1098-2272;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2272; ;"INTEGRATIVE & COMPLEMENTARY MEDICINE;";1002/(ISSN)1098-2272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17704;Wiley-Blackwell;Geoarchaeology;100;Natuur;;;1.770;Q2;0883-6353;1520-6548;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6548; ;"NURSING;";1002/(ISSN)1520-6548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10461;Wiley-Blackwell;Geobiology;100;Natuur;;;3.825;Q1;1472-4677;1472-4669;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1472-4669; ;"INFECTIOUS DISEASES;";1111/(ISSN)1472-4669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27590;Wiley-Blackwell;Geochemistry, Geophysics, Geosystems;100;Natuur;;;2.923;Q1;1525-2027;1525-2027;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1525-2027; ;"ENVIRONMENTAL STUDIES;URBAN STUDIES;";1002/(ISSN)1525-2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10462;Wiley-Blackwell;Geofluids;100;Natuur;;;2.046;Q2;1468-8115;1468-8123;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-8123; ;"NUTRITION & DIETETICS;";1111/(ISSN)1468-8123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10463;Wiley-Blackwell;Geografiska Annaler: Series A, Physical Geography;100;Natuur;;;1.150;Q3;0435-3676;1468-0459;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0459; ;"ENGINEERING, CIVIL;WATER RESOURCES;";1111/(ISSN)1468-0459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10464;Wiley-Blackwell;Geografiska Annaler: Series B, Human Geography;100;Gedrag;Natuur;;0.844;Q3;0435-3684;1468-0467;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0467; ;"MECHANICS;";1111/(ISSN)1468-0467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10465;Wiley-Blackwell;Geographical Analysis;100;Natuur;;;1.543;Q2;0016-7363;1538-4632;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-4632; ;"ENGINEERING, CIVIL;ENVIRONMENTAL SCIENCES;WATER RESOURCES;";1111/(ISSN)1538-4632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10466;Wiley-Blackwell;Geographical Journal, The;100;Natuur;;;1.926;Q1;0016-7398;1475-4959;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4959; ;"ENGINEERING, CIVIL;GEOSCIENCES, MULTIDISCIPLINARY;WATER RESOURCES;";1111/(ISSN)1475-4959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10467;Wiley-Blackwell;Geographical Research;100;Gedrag;;;1.101;Q3;1745-5863;1745-5871;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-5871; ;"WATER RESOURCES;";1111/(ISSN)1745-5871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21041;Wiley-Blackwell;Geographical Review;100;Natuur;;;0.514;Q4;0016-7428;1931-0846;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1001/(ISSN)1931-0846; ;"PERIPHERAL VASCULAR DISEASE;";1001/(ISSN)1931-0846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10468;Wiley-Blackwell;Geography Compass;100;Gedrag;;;;;1749-8198;1749-8198;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-8198; ;;1111/(ISSN)1749-8198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17705;Wiley-Blackwell;Geological Journal;100;Natuur;;;1.627;Q2;0072-1050;1099-1034;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1034; ;"TOXICOLOGY;";1002/(ISSN)1099-1034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10469;Wiley-Blackwell;Geology Today;100;Natuur;;;;;0266-6979;1365-2451;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2451; ;;1111/(ISSN)1365-2451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10471;Wiley-Blackwell;Geophysical Prospecting;100;Natuur;;;1.467;Q3;0016-8025;1365-2478;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2478; ;"INFORMATION SCIENCE & LIBRARY SCIENCE;";1111/(ISSN)1365-2478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27591;Wiley-Blackwell;Geophysical Research Letters;100;Natuur;;;4.196;Q1;0094-8276;1944-8007;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-8007; ;"INFORMATION SCIENCE & LIBRARY SCIENCE;";1002/(ISSN)1944-8007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10472;Wiley-Blackwell;Geostandards and Geoanalytical Research;100;Natuur;;;3.208;Q1;1639-4488;1751-908X;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-908X; ;"POLYMER SCIENCE;";1111/(ISSN)1751-908X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10473;Wiley-Blackwell;Geriatrics and Gerontology International;100;Gezondheid;;;2.188;Q1;1444-1586;1447-0594;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1447-0594; ;"ENTOMOLOGY;PHYSIOLOGY;";1111/(ISSN)1447-0594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10474;Wiley-Blackwell;German Economic Review;100;Economie;;;0.540;Q3;1465-6485;1468-0475;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0475; ;"ENTOMOLOGY;";1111/(ISSN)1468-0475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10475;Wiley-Blackwell;German Life and Letters;100;Taal & Cultuur;;;;;0016-8777;1468-0483;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0483; ;;1111/(ISSN)1468-0483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18221;Wiley-Blackwell;German Quarterly, The;100;Taal & Cultuur;;;;;0016-8831;1756-1183;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-1183; ;;1111/(ISSN)1756-1183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10476;Wiley-Blackwell;Gerodontology;100;Gezondheid;;;1.085;Q3;0734-0664;1741-2358;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-2358; ;"ENVIRONMENTAL SCIENCES;";1111/(ISSN)1741-2358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17707;Wiley-Blackwell;GLIA;100;Gezondheid;;;6.031;Q1;0894-1491;1098-1136;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1136; ;"BIOCHEMISTRY & MOLECULAR BIOLOGY;CELL BIOLOGY;IMMUNOLOGY;";1002/(ISSN)1098-1136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27592;Wiley-Blackwell;Global Biogeochemical Cycles;100;Natuur;;;3.965;Q1;0886-6236;1944-9224;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-9224; ;"LAW;";1002/(ISSN)1944-9224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10478;Wiley-Blackwell;Global Change Biology;100;Natuur;;;8.044;Q1;1354-1013;1365-2486;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2486; ;"PLANNING & DEVELOPMENT;";1111/(ISSN)1365-2486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10479;Wiley-Blackwell;Global Ecology and Biogeography;100;Natuur;;;6.531;Q1;1466-822X;1466-8238;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1466-8238; ;"ECONOMICS;";1111/(ISSN)1466-8238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10480;Wiley-Blackwell;Global Networks;100;Gedrag;Natuur;;1.586;Q2;1470-2266;1471-0374;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-0374; ;"MEDICINE, RESEARCH & EXPERIMENTAL;PHARMACOLOGY & PHARMACY;";1111/(ISSN)1471-0374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21853;Wiley-Blackwell;Global Policy;100;Gedrag;;;0.603;Q3;1758-5880;1758-5899;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-5899; ;"BUSINESS, FINANCE;";1111/(ISSN)1758-5899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22203;Wiley-Blackwell;Global Strategy Journal;100;Gedrag;;;3.694;Q1;2042-5791;2042-5805;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2042-5805; ;"CRIMINOLOGY & PENOLOGY;FAMILY STUDIES;PSYCHOLOGY, APPLIED;";1002/(ISSN)2042-5805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10481;Wiley-Blackwell;Governance;100;Gedrag;;;2.237;Q1;0952-1895;1468-0491;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0491; ;"SURGERY;";1111/(ISSN)1468-0491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10483;Wiley-Blackwell;Grass and Forage Science;100;Landbouw;;;1.922;Q1;0142-5242;1365-2494;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2494; ;"EDUCATION & EDUCATIONAL RESEARCH;APPLIED LINGUISTICS;";1111/(ISSN)1365-2494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10484;Wiley-Blackwell;Grassland Science;100;Natuur;;;0.627;Q3;1744-6961;1744-697X;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-697X; ;"SURGERY;";1111/(ISSN)1744-697X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22204;Wiley-Blackwell;Greenhouse Gases: Science and Technology;100;Natuur;;;2.147;Q2;2152-3878;2152-3878;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2152-3878; ;"LAW;SOCIOLOGY;";1002/(ISSN)2152-3878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10485;Wiley-Blackwell;Ground Water;100;Natuur;;;2.307;Q2;0017-467X;1745-6584;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-6584; ;"MANAGEMENT;";1111/(ISSN)1745-6584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10486;Wiley-Blackwell;Ground Water Monitoring and Remediation;100;Natuur;;;0.944;Q3;1069-3629;1745-6592;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-6592; ;"ECONOMICS;LAW;";1111/(ISSN)1745-6592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10487;Wiley-Blackwell;Growth and Change;100;Economie;;;0.642;Q4;0017-4815;1468-2257;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2257; ;"ANTHROPOLOGY;APPLIED LINGUISTICS;";1111/(ISSN)1468-2257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10490;Wiley-Blackwell;Haemophilia;100;Gezondheid;;;2.603;Q2;1351-8216;1365-2516;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2516; ;"OBSTETRICS & GYNECOLOGY;";1111/(ISSN)1365-2516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26275;Wiley-Blackwell;Hastings Center Report;100;Gezondheid;Gedrag;;1.684;Q2;0093-0334;1552-146X;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-146X; ;"MATERIALS SCIENCE, MULTIDISCIPLINARY;PHYSICS, CONDENSED MATTER;";1002/(ISSN)1552-146X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17711;Wiley-Blackwell;Head and Neck;100;Gezondheid;;;2.641;Q1;1043-3074;1097-0347;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0347; ;"ONCOLOGY;ENDOCRINOLOGY & METABOLISM;PHYSIOLOGY;";1002/(ISSN)1097-0347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10492;Wiley-Blackwell;Headache;100;Gezondheid;;;2.707;Q2;0017-8748;1526-4610;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1526-4610; ;"BUSINESS;PSYCHOLOGY, APPLIED;MANAGEMENT;";1111/(ISSN)1526-4610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10493;Wiley-Blackwell;Health and Social Care in the Community;100;Gezondheid;Gedrag;;1.369;Q3;0966-0410;1365-2524;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2524; ;"MANAGEMENT;";1111/(ISSN)1365-2524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17712;Wiley-Blackwell;Health Economics;100;Economie;Gezondheid;;2.227;Q2;1057-9230;1099-1050;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1050; ;"PSYCHOLOGY, CLINICAL;FAMILY STUDIES;";1002/(ISSN)1099-1050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10495;Wiley-Blackwell;Health Information and Libraries Journal;100;Gezondheid;Techniek;;0.632;Q3;1471-1834;1471-1842;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-1842; ;"MATERIALS SCIENCE, MULTIDISCIPLINARY;PHYSICS, APPLIED;";1111/(ISSN)1471-1842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10497;Wiley-Blackwell;Health Services Research;100;Gezondheid;;;2.781;Q1;0017-9124;1475-6773;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-6773; ;"OBSTETRICS & GYNECOLOGY;";1111/(ISSN)1475-6773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17713;Wiley-Blackwell;Heat Transfer - Asian Research;100;Techniek;;;;;1099-2871;1523-1496;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1523-1496; ;;1002/(ISSN)1523-1496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10499;Wiley-Blackwell;Helicobacter;100;Gezondheid;Natuur;;4.106;Q1;1083-4389;1523-5378;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1523-5378; ;"COMMUNICATION;ECONOMICS;";1111/(ISSN)1523-5378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17715;Wiley-Blackwell;Helvetica Chimica Acta;100;Natuur;;;1.138;Q3;0018-019X;1522-2675;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2675; ;"ENGINEERING, BIOMEDICAL;";1002/(ISSN)1522-2675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17716;Wiley-Blackwell;Hematological Oncology;100;Gezondheid;;;3.084;Q2;0278-0232;1099-1069;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1069; ;"BIOCHEMISTRY & MOLECULAR BIOLOGY;";1002/(ISSN)1099-1069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10500;Wiley-Blackwell;Hemodialysis International;100;Gezondheid;;;1.240;Q3;1492-7535;1542-4758;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-4758; ;"ENTOMOLOGY;VETERINARY SCIENCES;";1111/(ISSN)1542-4758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17717;Wiley-Blackwell;Hepatology;100;Gezondheid;;;11.055;Q1;0270-9139;1527-3350;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1527-3350; ;"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;";1002/(ISSN)1527-3350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10501;Wiley-Blackwell;Hepatology Research;100;Gezondheid;;;2.735;Q2;1386-6346;1872-034X;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1872-034X; ;"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;";1111/(ISSN)1872-034X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17718;Wiley-Blackwell;Heteroatom Chemistry;100;Natuur;;;1.076;Q3;1042-7163;1098-1071;"WIL03;WIL04";"WILEY Database;WILEY Online Open";http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1071; ;"EDUCATION, SPECIAL;PSYCHIATRY;REHABILITATION;";1002/(ISSN)1098-1071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
